split,hourly_threshold_mm,product,rank,model,CSI,HSS,POD,FAR,frequency_bias,observed_events
holdout_2026_h1,5.0,complete_3h_same_numeric,4,METEOFRANCE_ARPEGE_WORLD,0.0864,0.1346,0.2333,0.8793,1.93333,30
holdout_2026_h1,5.0,complete_3h_same_numeric,5,GFS_GLOBAL,0.0741,0.113,0.2,0.8947,1.9,30
holdout_2026_h1,5.0,complete_3h_same_numeric,6,JMA_GSM,0.0652,0.1076,0.1,0.8421,0.63333,30
holdout_2026_h1,5.0,complete_3h_same_numeric,7,UKMO_GLOBAL_10KM,0.0411,0.0544,0.1,0.9348,1.53333,30
holdout_2026_h1,5.0,complete_3h_same_numeric,8,CMA_GRAPES_GLOBAL,0.0407,0.0468,0.1667,0.949,3.26667,30
holdout_2026_h1,5.0,episode_pm1h,1,UKMO_GLOBAL_10KM,0.0455,,0.0769,0.9,0.76923,26
holdout_2026_h1,5.0,episode_pm1h,2,GFS_GLOBAL,0.0345,,0.0385,0.75,0.15385,26
holdout_2026_h1,5.0,episode_pm1h,3,GEM_GLOBAL,0.0256,,0.0385,0.9286,0.53846,26
holdout_2026_h1,5.0,episode_pm1h,4,CMA_GRAPES_GLOBAL,0.0,,0.0,1.0,0.11538,26
holdout_2026_h1,5.0,episode_pm1h,5,ECMWF_HRES,0.0,,0.0,1.0,0.03846,26
holdout_2026_h1,5.0,episode_pm1h,6,ICON_SEAMLESS,0.0,,0.0,1.0,0.03846,26
holdout_2026_h1,5.0,episode_pm1h,7,JMA_GSM,0.0,,0.0,,0.0,26
holdout_2026_h1,5.0,episode_pm1h,8,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,1.0,0.07692,26
holdout_2026_h1,5.0,episode_pm2h,1,UKMO_GLOBAL_10KM,0.0952,,0.1538,0.8,0.76923,26
holdout_2026_h1,5.0,episode_pm2h,2,GFS_GLOBAL,0.0345,,0.0385,0.75,0.15385,26
holdout_2026_h1,5.0,episode_pm2h,3,GEM_GLOBAL,0.0256,,0.0385,0.9286,0.53846,26
holdout_2026_h1,5.0,episode_pm2h,4,CMA_GRAPES_GLOBAL,0.0,,0.0,1.0,0.11538,26
holdout_2026_h1,5.0,episode_pm2h,5,ECMWF_HRES,0.0,,0.0,1.0,0.03846,26
holdout_2026_h1,5.0,episode_pm2h,6,ICON_SEAMLESS,0.0,,0.0,1.0,0.03846,26
holdout_2026_h1,5.0,episode_pm2h,7,JMA_GSM,0.0,,0.0,,0.0,26
holdout_2026_h1,5.0,episode_pm2h,8,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,1.0,0.07692,26
holdout_2026_h1,5.0,strict_hourly,1,UKMO_GLOBAL_10KM,0.0492,0.0869,0.1,0.9118,1.13333,30
holdout_2026_h1,5.0,strict_hourly,2,GFS_GLOBAL,0.0263,0.0482,0.0333,0.8889,0.3,30
holdout_2026_h1,5.0,strict_hourly,3,JMA_GSM,0.0,0.0,0.0,,0.0,30
holdout_2026_h1,5.0,strict_hourly,4,ICON_SEAMLESS,0.0,-0.0009,0.0,1.0,0.06667,30
holdout_2026_h1,5.0,strict_hourly,5,ECMWF_HRES,0.0,-0.0013,0.0,1.0,0.1,30
holdout_2026_h1,5.0,strict_hourly,6,METEOFRANCE_ARPEGE_WORLD,0.0,-0.0013,0.0,1.0,0.1,30
holdout_2026_h1,5.0,strict_hourly,7,CMA_GRAPES_GLOBAL,0.0,-0.0041,0.0,1.0,0.4,30
holdout_2026_h1,5.0,strict_hourly,8,GEM_GLOBAL,0.0,-0.0082,0.0,1.0,1.33333,30
holdout_2026_h1,10.0,cadence_aware_episode,1,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,cadence_aware_episode,2,ECMWF_HRES,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,cadence_aware_episode,3,GEM_GLOBAL,0.0,,0.0,1.0,0.21429,14
holdout_2026_h1,10.0,cadence_aware_episode,4,GFS_GLOBAL,0.0,,0.0,1.0,0.07143,14
holdout_2026_h1,10.0,cadence_aware_episode,5,ICON_SEAMLESS,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,cadence_aware_episode,6,JMA_GSM,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,cadence_aware_episode,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,cadence_aware_episode,8,UKMO_GLOBAL_10KM,0.0,,0.0,1.0,0.14286,14
holdout_2026_h1,10.0,complete_3h_rate_equivalent,1,CMA_GRAPES_GLOBAL,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,10.0,complete_3h_rate_equivalent,2,ECMWF_HRES,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,10.0,complete_3h_rate_equivalent,3,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,10.0,complete_3h_rate_equivalent,4,JMA_GSM,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,10.0,complete_3h_rate_equivalent,5,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,10.0,complete_3h_rate_equivalent,6,UKMO_GLOBAL_10KM,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,10.0,complete_3h_rate_equivalent,7,GFS_GLOBAL,0.0,-0.0011,0.0,1.0,0.33333,3
holdout_2026_h1,10.0,complete_3h_rate_equivalent,8,GEM_GLOBAL,0.0,-0.0021,0.0,1.0,1.0,3
holdout_2026_h1,10.0,complete_3h_same_numeric,1,GFS_GLOBAL,0.0952,0.1686,0.1176,0.6667,0.35294,17
holdout_2026_h1,10.0,complete_3h_same_numeric,2,GEM_GLOBAL,0.0571,0.0962,0.1176,0.9,1.17647,17
holdout_2026_h1,10.0,complete_3h_same_numeric,3,METEOFRANCE_ARPEGE_WORLD,0.0417,0.0728,0.0588,0.875,0.47059,17
holdout_2026_h1,10.0,complete_3h_same_numeric,4,UKMO_GLOBAL_10KM,0.0294,0.0452,0.0588,0.9444,1.05882,17
holdout_2026_h1,10.0,complete_3h_same_numeric,5,CMA_GRAPES_GLOBAL,0.0278,0.0415,0.0588,0.95,1.17647,17
holdout_2026_h1,10.0,complete_3h_same_numeric,6,JMA_GSM,0.0,0.0,0.0,,0.0,17
holdout_2026_h1,10.0,complete_3h_same_numeric,7,ICON_SEAMLESS,0.0,-0.0014,0.0,1.0,0.05882,17
holdout_2026_h1,10.0,complete_3h_same_numeric,8,ECMWF_HRES,0.0,-0.0096,0.0,1.0,0.64706,17
holdout_2026_h1,10.0,episode_pm1h,1,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm1h,2,ECMWF_HRES,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm1h,3,GEM_GLOBAL,0.0,,0.0,1.0,0.21429,14
holdout_2026_h1,10.0,episode_pm1h,4,GFS_GLOBAL,0.0,,0.0,1.0,0.07143,14
holdout_2026_h1,10.0,episode_pm1h,5,ICON_SEAMLESS,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm1h,6,JMA_GSM,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm1h,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm1h,8,UKMO_GLOBAL_10KM,0.0,,0.0,1.0,0.14286,14
holdout_2026_h1,10.0,episode_pm2h,1,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm2h,2,ECMWF_HRES,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm2h,3,GEM_GLOBAL,0.0,,0.0,1.0,0.21429,14
holdout_2026_h1,10.0,episode_pm2h,4,GFS_GLOBAL,0.0,,0.0,1.0,0.07143,14
holdout_2026_h1,10.0,episode_pm2h,5,ICON_SEAMLESS,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm2h,6,JMA_GSM,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm2h,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,14
holdout_2026_h1,10.0,episode_pm2h,8,UKMO_GLOBAL_10KM,0.0,,0.0,1.0,0.14286,14
holdout_2026_h1,10.0,strict_hourly,1,CMA_GRAPES_GLOBAL,0.0,0.0,0.0,,0.0,15
holdout_2026_h1,10.0,strict_hourly,2,ECMWF_HRES,0.0,0.0,0.0,,0.0,15
holdout_2026_h1,10.0,strict_hourly,3,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,15
holdout_2026_h1,10.0,strict_hourly,4,JMA_GSM,0.0,0.0,0.0,,0.0,15
holdout_2026_h1,10.0,strict_hourly,5,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,15
holdout_2026_h1,10.0,strict_hourly,6,GFS_GLOBAL,0.0,-0.0012,0.0,1.0,0.2,15
holdout_2026_h1,10.0,strict_hourly,7,UKMO_GLOBAL_10KM,0.0,-0.0012,0.0,1.0,0.2,15
holdout_2026_h1,10.0,strict_hourly,8,GEM_GLOBAL,0.0,-0.0027,0.0,1.0,0.6,15
holdout_2026_h1,20.0,cadence_aware_episode,1,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,cadence_aware_episode,2,ECMWF_HRES,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,cadence_aware_episode,3,GEM_GLOBAL,0.0,,0.0,1.0,0.33333,3
holdout_2026_h1,20.0,cadence_aware_episode,4,GFS_GLOBAL,0.0,,0.0,1.0,0.33333,3
holdout_2026_h1,20.0,cadence_aware_episode,5,ICON_SEAMLESS,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,cadence_aware_episode,6,JMA_GSM,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,cadence_aware_episode,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,cadence_aware_episode,8,UKMO_GLOBAL_10KM,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,complete_3h_rate_equivalent,1,GEM_GLOBAL,0.0,0.0,,1.0,,0
holdout_2026_h1,20.0,complete_3h_rate_equivalent,2,CMA_GRAPES_GLOBAL,,,,,,0
holdout_2026_h1,20.0,complete_3h_rate_equivalent,3,ECMWF_HRES,,,,,,0
holdout_2026_h1,20.0,complete_3h_rate_equivalent,4,GFS_GLOBAL,,,,,,0
holdout_2026_h1,20.0,complete_3h_rate_equivalent,5,ICON_SEAMLESS,,,,,,0
holdout_2026_h1,20.0,complete_3h_rate_equivalent,6,JMA_GSM,,,,,,0
holdout_2026_h1,20.0,complete_3h_rate_equivalent,7,METEOFRANCE_ARPEGE_WORLD,,,,,,0
holdout_2026_h1,20.0,complete_3h_rate_equivalent,8,UKMO_GLOBAL_10KM,,,,,,0
holdout_2026_h1,20.0,complete_3h_same_numeric,1,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,4
holdout_2026_h1,20.0,complete_3h_same_numeric,2,JMA_GSM,0.0,0.0,0.0,,0.0,4
holdout_2026_h1,20.0,complete_3h_same_numeric,3,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,4
holdout_2026_h1,20.0,complete_3h_same_numeric,4,ECMWF_HRES,0.0,-0.0011,0.0,1.0,0.25,4
holdout_2026_h1,20.0,complete_3h_same_numeric,5,GFS_GLOBAL,0.0,-0.0011,0.0,1.0,0.25,4
holdout_2026_h1,20.0,complete_3h_same_numeric,6,UKMO_GLOBAL_10KM,0.0,-0.0011,0.0,1.0,0.25,4
holdout_2026_h1,20.0,complete_3h_same_numeric,7,CMA_GRAPES_GLOBAL,0.0,-0.0019,0.0,1.0,0.5,4
holdout_2026_h1,20.0,complete_3h_same_numeric,8,GEM_GLOBAL,0.0,-0.0037,0.0,1.0,1.75,4
holdout_2026_h1,20.0,episode_pm1h,1,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm1h,2,ECMWF_HRES,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm1h,3,GEM_GLOBAL,0.0,,0.0,1.0,0.33333,3
holdout_2026_h1,20.0,episode_pm1h,4,GFS_GLOBAL,0.0,,0.0,1.0,0.33333,3
holdout_2026_h1,20.0,episode_pm1h,5,ICON_SEAMLESS,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm1h,6,JMA_GSM,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm1h,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm1h,8,UKMO_GLOBAL_10KM,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm2h,1,CMA_GRAPES_GLOBAL,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm2h,2,ECMWF_HRES,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm2h,3,GEM_GLOBAL,0.0,,0.0,1.0,0.33333,3
holdout_2026_h1,20.0,episode_pm2h,4,GFS_GLOBAL,0.0,,0.0,1.0,0.33333,3
holdout_2026_h1,20.0,episode_pm2h,5,ICON_SEAMLESS,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm2h,6,JMA_GSM,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm2h,7,METEOFRANCE_ARPEGE_WORLD,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,episode_pm2h,8,UKMO_GLOBAL_10KM,0.0,,0.0,,0.0,3
holdout_2026_h1,20.0,strict_hourly,1,CMA_GRAPES_GLOBAL,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,20.0,strict_hourly,2,ECMWF_HRES,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,20.0,strict_hourly,3,ICON_SEAMLESS,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,20.0,strict_hourly,4,JMA_GSM,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,20.0,strict_hourly,5,METEOFRANCE_ARPEGE_WORLD,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,20.0,strict_hourly,6,UKMO_GLOBAL_10KM,0.0,0.0,0.0,,0.0,3
holdout_2026_h1,20.0,strict_hourly,7,GFS_GLOBAL,0.0,-0.0004,0.0,1.0,0.33333,3
holdout_2026_h1,20.0,strict_hourly,8,GEM_GLOBAL,0.0,-0.0007,0.0,1.0,1.0,3
