split,model,native_cadence_hours,product,hourly_threshold_mm,metric_threshold,threshold_unit,verification_unit,sample_size,observed_events,forecast_events,hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,HSS,frequency_bias,mean_abs_timing_error_h,mean_signed_timing_error_h,amount_MAE,amount_Bias,source_type,lead_aware,status,cadence_tolerance_hours
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,25725,458,359,52,406,307,,0.1135,0.8552,0.068,,0.78384,0.654,-0.038,7.473,-6.742,continuous_historical,False,shadow_only,1
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,8535,565,968,182,383,786,7184,0.3221,0.812,0.1347,0.1679,1.71327,0.0,0.0,8.695,-7.976,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,8535,337,321,47,290,274,7924,0.1395,0.8536,0.0769,0.1085,0.95252,0.0,0.0,12.817,-12.59,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,5.0,5.0,value per source interval,sample,25725,343,13,1,342,12,25370,0.0029,0.9231,0.0028,0.0046,0.0379,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,25725,277,8,2,275,6,,0.0072,0.75,0.0071,,0.02888,0.5,0.5,1.25,1.25,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,25725,277,8,2,275,6,,0.0072,0.75,0.0071,,0.02888,0.5,0.5,1.25,1.25,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,25725,277,8,2,275,6,,0.0072,0.75,0.0071,,0.02888,0.5,0.5,1.25,1.25,continuous_historical,False,shadow_only,1
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,8535,322,268,37,285,231,7982,0.1149,0.8619,0.0669,0.0944,0.8323,0.0,0.0,13.221,-13.071,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,8535,98,2,0,98,2,8435,0.0,1.0,0.0,-0.0005,0.02041,,,26.396,-26.396,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,10.0,10.0,value per source interval,sample,25725,143,0,0,143,0,25582,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,25725,117,0,0,117,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,25725,117,0,0,117,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,25725,117,0,0,117,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,1
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,8535,159,41,6,153,35,8341,0.0377,0.8537,0.0309,0.0528,0.25786,0.0,0.0,20.12,-20.12,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,8535,31,0,0,31,0,8504,0.0,,0.0,0.0,0.0,,,43.365,-43.365,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,20.0,20.0,value per source interval,sample,25725,43,0,0,43,0,25682,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,25725,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,25725,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,25725,40,0,0,40,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,1
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,8535,67,0,0,67,0,8468,0.0,,0.0,0.0,0.0,,,31.512,-31.512,continuous_historical,False,shadow_only,
development_2023_2025,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,8535,4,0,0,4,0,8531,0.0,,0.0,0.0,0.0,,,74.45,-74.45,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,strict_hourly,0.1,0.1,value per source interval,sample,25729,2194,4630,587,1607,4043,19492,0.2675,0.8732,0.0941,0.0637,2.1103,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,1606,290,825,1316,,0.2601,0.8194,0.1193,,1.44036,0.655,0.028,4.408,-2.306,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,1606,404,711,1202,,0.3623,0.7484,0.1744,,1.44036,1.04,0.0,4.732,-2.691,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,25729,1115,1606,290,825,1316,,0.2601,0.8194,0.1193,,1.44036,0.655,0.028,4.408,-2.306,continuous_historical,False,shadow_only,1
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,8539,1420,2414,595,825,1819,5300,0.419,0.7535,0.1837,0.1277,1.7,0.0,0.0,4.172,-3.016,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,8539,840,1603,298,542,1305,6394,0.3548,0.8141,0.1389,0.1319,1.90833,0.0,0.0,6.481,-5.555,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,strict_hourly,1.0,1.0,value per source interval,sample,25729,853,1215,93,760,1122,23754,0.109,0.9235,0.0471,0.0531,1.42438,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,25729,523,708,94,429,614,,0.1797,0.8672,0.0827,,1.35373,0.649,-0.032,5.538,-3.402,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,25729,523,708,135,388,573,,0.2581,0.8093,0.1232,,1.35373,1.074,-0.215,6.084,-4.478,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,25729,523,708,94,429,614,,0.1797,0.8672,0.0827,,1.35373,0.649,-0.032,5.538,-3.402,continuous_historical,False,shadow_only,1
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,8539,652,953,162,490,791,7096,0.2485,0.83,0.1123,0.1223,1.46166,0.0,0.0,8.005,-7.3,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,8539,425,466,55,370,411,7703,0.1294,0.882,0.0658,0.0753,1.09647,0.0,0.0,11.241,-10.908,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,strict_hourly,1.5,1.5,value per source interval,sample,25729,716,853,59,657,794,24219,0.0824,0.9308,0.0391,0.0464,1.19134,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,25729,458,549,63,395,486,,0.1376,0.8852,0.0667,,1.19869,0.651,-0.016,6.41,-4.559,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,25729,458,549,94,364,455,,0.2052,0.8288,0.103,,1.19869,1.117,-0.245,5.778,-4.469,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,25729,458,549,63,395,486,,0.1376,0.8852,0.0667,,1.19869,0.651,-0.016,6.41,-4.559,continuous_historical,False,shadow_only,1
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,8539,565,780,123,442,657,7317,0.2177,0.8423,0.1007,0.115,1.38053,0.0,0.0,8.985,-8.41,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,8539,337,292,31,306,261,7941,0.092,0.8938,0.0518,0.0643,0.86647,0.0,0.0,13.296,-13.095,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,strict_hourly,5.0,5.0,value per source interval,sample,25729,343,181,10,333,171,25215,0.0292,0.9448,0.0195,0.0292,0.5277,0.0,0.0,,,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,25729,277,155,12,265,143,,0.0433,0.9226,0.0286,,0.55957,0.583,-0.417,4.733,-4.183,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,25729,277,155,23,254,132,,0.083,0.8516,0.0562,,0.55957,1.261,-0.652,6.826,-6.139,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,25729,277,155,12,265,143,,0.0433,0.9226,0.0286,,0.55957,0.583,-0.417,4.733,-4.183,continuous_historical,False,shadow_only,1
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,8539,322,258,25,297,233,7984,0.0776,0.9031,0.045,0.0545,0.80124,0.0,0.0,13.735,-13.585,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,8539,98,17,1,97,16,8425,0.0102,0.9412,0.0088,0.014,0.17347,0.0,0.0,27.404,-27.32,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,strict_hourly,10.0,10.0,value per source interval,sample,25729,143,34,0,143,34,25552,0.0,1.0,0.0,-0.0021,0.23776,,,,,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,25729,117,32,1,116,31,,0.0085,0.9688,0.0068,,0.2735,1.0,-1.0,6.4,-6.4,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,25729,117,32,1,116,31,,0.0085,0.9688,0.0068,,0.2735,1.0,-1.0,6.4,-6.4,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,25729,117,32,1,116,31,,0.0085,0.9688,0.0068,,0.2735,1.0,-1.0,6.4,-6.4,continuous_historical,False,shadow_only,1
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,8539,159,72,4,155,68,8312,0.0252,0.9444,0.0176,0.0233,0.45283,0.0,0.0,20.813,-20.7,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,8539,31,2,0,31,2,8506,0.0,1.0,0.0,-0.0004,0.06452,,,45.213,-45.213,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,strict_hourly,20.0,20.0,value per source interval,sample,25729,43,3,0,43,3,25683,0.0,1.0,0.0,-0.0002,0.06977,,,,,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,25729,40,2,0,40,2,,0.0,1.0,0.0,,0.05,,,,,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,25729,40,2,0,40,2,,0.0,1.0,0.0,,0.05,,,,,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,25729,40,2,0,40,2,,0.0,1.0,0.0,,0.05,,,,,continuous_historical,False,shadow_only,1
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,8539,67,9,0,67,9,8463,0.0,1.0,0.0,-0.0019,0.13433,,,32.796,-32.796,continuous_historical,False,shadow_only,
development_2023_2025,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,8539,4,1,0,4,1,8534,0.0,1.0,0.0,-0.0002,0.25,,,77.425,-77.425,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,strict_hourly,0.1,0.1,value per source interval,sample,4224,348,1785,267,81,1518,2358,0.7672,0.8504,0.1431,0.1304,5.12931,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,201,37,136,164,,0.2139,0.8159,0.1098,,1.16185,0.622,0.027,3.646,-2.862,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,201,49,124,152,,0.2832,0.7562,0.1508,,1.16185,0.959,-0.306,3.518,-2.922,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,4224,173,201,37,136,164,,0.2139,0.8159,0.1098,,1.16185,0.622,0.027,3.646,-2.862,continuous_historical,False,shadow_only,1
holdout_2026_h1,ECMWF_HRES,1,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,1399,222,593,163,59,430,747,0.7342,0.7251,0.25,0.2198,2.67117,0.0,0.0,2.866,-0.901,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,1399,128,593,104,24,489,782,0.8125,0.8246,0.1686,0.1624,4.63281,0.0,0.0,4.105,-2.345,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,strict_hourly,1.0,1.0,value per source interval,sample,4224,95,335,29,66,306,3823,0.3053,0.9134,0.0723,0.1035,3.52632,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,82,11,56,71,,0.1642,0.8659,0.0797,,1.22388,0.545,0.0,6.491,-5.891,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,82,19,48,63,,0.2836,0.7683,0.1462,,1.22388,1.158,-0.421,5.553,-5.195,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,4224,67,82,11,56,71,,0.1642,0.8659,0.0797,,1.22388,0.545,0.0,6.491,-5.891,continuous_historical,False,shadow_only,1
holdout_2026_h1,ECMWF_HRES,1,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,1399,91,232,54,37,178,1130,0.5934,0.7672,0.2007,0.2658,2.54945,0.0,0.0,5.235,-3.686,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,1399,48,111,17,31,94,1257,0.3542,0.8468,0.1197,0.1743,2.3125,0.0,0.0,8.392,-7.292,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,strict_hourly,1.5,1.5,value per source interval,sample,4224,79,188,18,61,170,3975,0.2278,0.9043,0.0723,0.1114,2.37975,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,51,10,46,41,,0.1786,0.8039,0.1031,,0.91071,0.5,0.1,6.81,-6.81,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,51,16,40,35,,0.2857,0.6863,0.1758,,0.91071,1.062,-0.438,6.294,-6.281,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,4224,56,51,10,46,41,,0.1786,0.8039,0.1031,,0.91071,0.5,0.1,6.81,-6.81,continuous_historical,False,shadow_only,1
holdout_2026_h1,ECMWF_HRES,1,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,1399,77,203,40,37,163,1159,0.5195,0.803,0.1667,0.2238,2.63636,0.0,0.0,5.869,-4.573,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,1399,32,62,8,24,54,1313,0.25,0.871,0.093,0.1444,1.9375,0.0,0.0,11.266,-10.484,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,strict_hourly,5.0,5.0,value per source interval,sample,4224,30,3,0,30,3,4191,0.0,1.0,0.0,-0.0013,0.1,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,1,0,26,1,,0.0,1.0,0.0,,0.03846,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,1,0,26,1,,0.0,1.0,0.0,,0.03846,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,4224,26,1,0,26,1,,0.0,1.0,0.0,,0.03846,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,ECMWF_HRES,1,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,1399,30,47,7,23,40,1329,0.2333,0.8511,0.1,0.1598,1.56667,0.0,0.0,11.747,-10.913,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,1399,8,1,0,8,1,1390,0.0,1.0,0.0,-0.0013,0.125,,,24.475,-24.475,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,strict_hourly,10.0,10.0,value per source interval,sample,4224,15,0,0,15,0,4209,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,ECMWF_HRES,1,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,1399,17,11,0,17,11,1371,0.0,1.0,0.0,-0.0096,0.64706,,,16.971,-16.971,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,1399,3,0,0,3,0,1396,0.0,,0.0,0.0,0.0,,,37.233,-37.233,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,strict_hourly,20.0,20.0,value per source interval,sample,4224,3,0,0,3,0,4221,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,ECMWF_HRES,1,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,1399,4,1,0,4,1,1394,0.0,1.0,0.0,-0.0011,0.25,,,33.325,-33.325,continuous_historical,False,shadow_only,
holdout_2026_h1,ECMWF_HRES,1,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,1399,0,0,0,0,0,1399,,,,,,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,strict_hourly,0.1,0.1,value per source interval,sample,4224,348,1626,210,138,1416,2460,0.6034,0.8708,0.119,0.0891,4.67241,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,318,42,131,276,,0.2428,0.8679,0.0935,,1.83815,0.595,-0.024,3.971,-2.624,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,318,76,97,242,,0.4393,0.761,0.1831,,1.83815,1.237,-0.316,3.074,-1.832,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,4224,173,318,42,131,276,,0.2428,0.8679,0.0935,,1.83815,0.595,-0.024,3.971,-2.624,continuous_historical,False,shadow_only,1
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,1399,222,722,160,62,562,615,0.7207,0.7784,0.2041,0.1271,3.25225,0.0,0.0,2.99,-0.627,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,1399,128,577,86,42,491,780,0.6719,0.851,0.1389,0.1108,4.50781,0.0,0.0,3.955,-2.249,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,strict_hourly,1.0,1.0,value per source interval,sample,4224,95,512,33,62,479,3650,0.3474,0.9355,0.0575,0.0736,5.38947,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,179,24,43,155,,0.3582,0.8659,0.1081,,2.67164,0.625,-0.292,5.667,-5.05,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,179,36,31,143,,0.5373,0.7989,0.1714,,2.67164,1.083,-0.528,4.625,-3.903,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,4224,67,179,24,43,155,,0.3582,0.8659,0.1081,,2.67164,0.625,-0.292,5.667,-5.05,continuous_historical,False,shadow_only,1
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,1399,91,384,58,33,326,982,0.6374,0.849,0.1391,0.1554,4.21978,0.0,0.0,4.866,-3.664,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,1399,48,142,13,35,129,1222,0.2708,0.9085,0.0734,0.0902,2.95833,0.0,0.0,7.756,-7.344,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,strict_hourly,1.5,1.5,value per source interval,sample,4224,79,272,20,59,252,3893,0.2532,0.9265,0.0604,0.0875,3.44304,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,111,15,41,96,,0.2679,0.8649,0.0987,,1.98214,0.467,-0.2,7.887,-7.62,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,111,23,33,88,,0.4107,0.7928,0.1597,,1.98214,1.0,-0.304,5.617,-5.017,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,4224,56,111,15,41,96,,0.2679,0.8649,0.0987,,1.98214,0.467,-0.2,7.887,-7.62,continuous_historical,False,shadow_only,1
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,1399,77,307,45,32,262,1060,0.5844,0.8534,0.1327,0.1605,3.98701,0.0,0.0,5.418,-4.509,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,1399,32,66,8,24,58,1309,0.25,0.8788,0.0889,0.1367,2.0625,0.0,0.0,10.35,-10.212,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,strict_hourly,5.0,5.0,value per source interval,sample,4224,30,9,1,29,8,4186,0.0333,0.8889,0.0263,0.0482,0.3,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,GFS_GLOBAL,1,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,4,1,25,3,,0.0385,0.75,0.0345,,0.15385,0.0,0.0,11.1,-11.1,continuous_historical,False,shadow_only,
