split,model,native_cadence_hours,product,hourly_threshold_mm,metric_threshold,threshold_unit,verification_unit,sample_size,observed_events,forecast_events,hits,misses,false_alarms,correct_negatives,POD,FAR,CSI,HSS,frequency_bias,mean_abs_timing_error_h,mean_signed_timing_error_h,amount_MAE,amount_Bias,source_type,lead_aware,status,cadence_tolerance_hours
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,1399,17,20,1,16,19,1363,0.0588,0.95,0.0278,0.0415,1.17647,0.0,0.0,17.112,-17.076,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,1399,3,0,0,3,0,1396,0.0,,0.0,0.0,0.0,,,38.533,-38.533,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,strict_hourly,20.0,20.0,value per source interval,sample,4224,3,0,0,3,0,4221,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,1399,4,2,0,4,2,1393,0.0,1.0,0.0,-0.0019,0.5,,,34.15,-34.15,continuous_historical,False,shadow_only,
holdout_2026_h1,CMA_GRAPES_GLOBAL,3,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,1399,0,0,0,0,0,1399,,,,,,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,strict_hourly,0.1,0.1,value per source interval,sample,4224,348,1903,214,134,1689,2187,0.6149,0.8875,0.1051,0.0591,5.46839,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,101,24,149,77,,0.1387,0.7624,0.096,,0.58382,0.5,0.0,4.871,-4.313,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,101,32,141,69,,0.185,0.6832,0.1322,,0.58382,0.875,-0.25,4.281,-3.75,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,4224,173,101,32,141,69,,0.185,0.6832,0.1322,,0.58382,0.875,-0.25,4.281,-3.75,continuous_historical,False,shadow_only,2
holdout_2026_h1,JMA_GSM,6,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,1399,222,630,132,90,498,679,0.5946,0.7905,0.1833,0.0982,2.83784,0.0,0.0,2.573,-1.539,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,1399,128,628,85,43,543,728,0.6641,0.8646,0.1267,0.0859,4.90625,0.0,0.0,3.732,-3.305,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,strict_hourly,1.0,1.0,value per source interval,sample,4224,95,243,17,78,226,3903,0.1789,0.93,0.053,0.0705,2.55789,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,32,6,61,26,,0.0896,0.8125,0.0645,,0.47761,0.5,-0.167,7.783,-7.717,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,32,6,61,26,,0.0896,0.8125,0.0645,,0.47761,0.5,-0.167,7.783,-7.717,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,4224,67,32,6,61,26,,0.0896,0.8125,0.0645,,0.47761,0.5,-0.167,7.783,-7.717,continuous_historical,False,shadow_only,2
holdout_2026_h1,JMA_GSM,6,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,1399,91,312,49,42,263,1045,0.5385,0.8429,0.1384,0.1584,3.42857,0.0,0.0,4.971,-4.655,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,1399,48,81,7,41,74,1277,0.1458,0.9136,0.0574,0.0684,1.6875,0.0,0.0,8.248,-8.248,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,strict_hourly,1.5,1.5,value per source interval,sample,4224,79,93,6,73,87,4058,0.0759,0.9355,0.0361,0.0506,1.17722,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,15,4,52,11,,0.0714,0.7333,0.0597,,0.26786,0.25,-0.25,11.55,-11.55,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,15,4,52,11,,0.0714,0.7333,0.0597,,0.26786,0.25,-0.25,11.55,-11.55,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,4224,56,15,4,52,11,,0.0714,0.7333,0.0597,,0.26786,0.25,-0.25,11.55,-11.55,continuous_historical,False,shadow_only,2
holdout_2026_h1,JMA_GSM,6,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,1399,77,262,39,38,223,1099,0.5065,0.8511,0.13,0.1585,3.4026,0.0,0.0,5.677,-5.438,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,1399,32,31,4,28,27,1340,0.125,0.871,0.0678,0.1069,0.96875,0.0,0.0,11.122,-11.122,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,strict_hourly,5.0,5.0,value per source interval,sample,4224,30,0,0,30,0,4194,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,0,0,26,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,0,0,26,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,4224,26,0,0,26,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
holdout_2026_h1,JMA_GSM,6,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,1399,30,19,3,27,16,1353,0.1,0.8421,0.0652,0.1076,0.63333,0.0,0.0,11.733,-11.733,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,1399,8,0,0,8,0,1391,0.0,,0.0,0.0,0.0,,,23.95,-23.95,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,strict_hourly,10.0,10.0,value per source interval,sample,4224,15,0,0,15,0,4209,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,4224,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
holdout_2026_h1,JMA_GSM,6,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,1399,17,0,0,17,0,1382,0.0,,0.0,0.0,0.0,,,16.812,-16.812,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,1399,3,0,0,3,0,1396,0.0,,0.0,0.0,0.0,,,37.033,-37.033,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,strict_hourly,20.0,20.0,value per source interval,sample,4224,3,0,0,3,0,4221,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,2
holdout_2026_h1,JMA_GSM,6,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,1399,4,0,0,4,0,1395,0.0,,0.0,0.0,0.0,,,33.475,-33.475,continuous_historical,False,shadow_only,
holdout_2026_h1,JMA_GSM,6,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,1399,0,0,0,0,0,1399,,,,,,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,0.1,0.1,value per source interval,sample,4219,348,1173,168,180,1005,2866,0.4828,0.8568,0.1242,0.1073,3.37069,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,4219,173,292,50,123,242,,0.289,0.8288,0.1205,,1.68786,0.66,0.14,3.074,-2.13,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,4219,173,292,78,95,214,,0.4509,0.7329,0.2016,,1.68786,1.154,0.103,3.026,-2.044,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,4219,173,292,50,123,242,,0.289,0.8288,0.1205,,1.68786,0.66,0.14,3.074,-2.13,continuous_historical,False,shadow_only,1
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,1395,221,547,135,86,412,762,0.6109,0.7532,0.2133,0.1626,2.47511,0.0,0.0,2.717,-1.256,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,1395,128,418,78,50,340,927,0.6094,0.8134,0.1667,0.169,3.26562,0.0,0.0,4.06,-2.69,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,1.0,1.0,value per source interval,sample,4219,95,386,33,62,353,3771,0.3474,0.9145,0.0737,0.1049,4.06316,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,4219,67,140,22,45,118,,0.3284,0.8429,0.1189,,2.08955,0.636,0.0,5.055,-4.682,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,4219,67,140,29,38,111,,0.4328,0.7929,0.1629,,2.08955,0.966,-0.069,5.066,-4.748,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,4219,67,140,22,45,118,,0.3284,0.8429,0.1189,,2.08955,0.636,0.0,5.055,-4.682,continuous_historical,False,shadow_only,1
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,1395,91,283,48,43,235,1069,0.5275,0.8304,0.1472,0.1753,3.10989,0.0,0.0,5.392,-3.812,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,1395,48,117,10,38,107,1240,0.2083,0.9145,0.0645,0.0761,2.4375,0.0,0.0,8.179,-7.842,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,1.5,1.5,value per source interval,sample,4219,79,245,20,59,225,3915,0.2532,0.9184,0.0658,0.0979,3.10127,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,4219,56,93,13,43,80,,0.2321,0.8602,0.0956,,1.66071,0.692,0.077,7.0,-6.738,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,4219,56,93,19,37,74,,0.3393,0.7957,0.1462,,1.66071,1.105,-0.158,6.384,-6.174,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,4219,56,93,13,43,80,,0.2321,0.8602,0.0956,,1.66071,0.692,0.077,7.0,-6.738,continuous_historical,False,shadow_only,1
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,1395,77,222,35,42,187,1131,0.4545,0.8423,0.1326,0.1657,2.88312,0.0,0.0,6.032,-4.71,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,1395,32,67,7,25,60,1303,0.2188,0.8955,0.0761,0.1139,2.09375,0.0,0.0,10.941,-10.847,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,5.0,5.0,value per source interval,sample,4219,30,3,0,30,3,4186,0.0,1.0,0.0,-0.0013,0.1,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,4219,26,2,0,26,2,,0.0,1.0,0.0,,0.07692,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,4219,26,2,0,26,2,,0.0,1.0,0.0,,0.07692,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,4219,26,2,0,26,2,,0.0,1.0,0.0,,0.07692,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,1395,30,58,7,23,51,1314,0.2333,0.8793,0.0864,0.1346,1.93333,0.0,0.0,11.41,-11.31,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,1395,8,0,0,8,0,1387,0.0,,0.0,0.0,0.0,,,23.462,-23.462,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,10.0,10.0,value per source interval,sample,4219,15,0,0,15,0,4204,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,4219,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,4219,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,4219,14,0,0,14,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,1395,17,8,1,16,7,1371,0.0588,0.875,0.0417,0.0728,0.47059,0.0,0.0,16.188,-16.188,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,1395,3,0,0,3,0,1392,0.0,,0.0,0.0,0.0,,,34.767,-34.767,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,strict_hourly,20.0,20.0,value per source interval,sample,4219,3,0,0,3,0,4216,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,4219,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,4219,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,cadence_aware_episode,20.0,20.0,value per source interval,one_to_one_episode,4219,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_same_numeric,20.0,20.0,value/3h,complete_3h_sum,1395,4,0,0,4,0,1391,0.0,,0.0,0.0,0.0,,,32.025,-32.025,continuous_historical,False,shadow_only,
holdout_2026_h1,METEOFRANCE_ARPEGE_WORLD,1,complete_3h_rate_equivalent,20.0,60.0,value/3h,complete_3h_sum,1395,0,0,0,0,0,1395,,,,,,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,strict_hourly,0.1,0.1,value per source interval,sample,4224,348,829,129,219,700,3176,0.3707,0.8444,0.1231,0.1167,2.38218,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm1h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,255,46,127,209,,0.2659,0.8196,0.1204,,1.47399,0.5,0.065,2.996,-0.457,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm2h,0.1,0.1,value per source interval,one_to_one_episode,4224,173,255,72,101,183,,0.4162,0.7176,0.2022,,1.47399,1.042,-0.069,3.382,-1.263,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,cadence_aware_episode,0.1,0.1,value per source interval,one_to_one_episode,4224,173,255,46,127,209,,0.2659,0.8196,0.1204,,1.47399,0.5,0.065,2.996,-0.457,continuous_historical,False,shadow_only,1
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,0.1,0.1,value/3h,complete_3h_sum,1399,222,425,116,106,309,868,0.5225,0.7271,0.2185,0.1896,1.91441,0.0,0.0,2.998,-1.164,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,0.1,0.30000000000000004,value/3h,complete_3h_sum,1399,128,288,68,60,220,1051,0.5312,0.7639,0.1954,0.2293,2.25,0.0,0.0,4.769,-2.314,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,strict_hourly,1.0,1.0,value per source interval,sample,4224,95,249,23,72,226,3903,0.2421,0.9076,0.0717,0.1046,2.62105,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm1h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,106,17,50,89,,0.2537,0.8396,0.109,,1.58209,0.647,-0.294,4.782,-1.688,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm2h,1.0,1.0,value per source interval,one_to_one_episode,4224,67,106,28,39,78,,0.4179,0.7358,0.1931,,1.58209,1.179,-0.679,5.286,-2.086,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,cadence_aware_episode,1.0,1.0,value per source interval,one_to_one_episode,4224,67,106,17,50,89,,0.2537,0.8396,0.109,,1.58209,0.647,-0.294,4.782,-1.688,continuous_historical,False,shadow_only,1
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,1.0,1.0,value/3h,complete_3h_sum,1399,91,172,34,57,138,1170,0.3736,0.8023,0.1485,0.1896,1.89011,0.0,0.0,5.73,-3.98,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,1.0,3.0,value/3h,complete_3h_sum,1399,48,95,12,36,83,1268,0.25,0.8737,0.0916,0.1281,1.97917,0.0,0.0,9.048,-7.552,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,strict_hourly,1.5,1.5,value per source interval,sample,4224,79,176,19,60,157,3988,0.2405,0.892,0.0805,0.1265,2.22785,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm1h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,84,16,40,68,,0.2857,0.8095,0.129,,1.5,0.625,-0.25,4.931,-1.644,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm2h,1.5,1.5,value per source interval,one_to_one_episode,4224,56,84,22,34,62,,0.3929,0.7381,0.1864,,1.5,1.0,-0.364,6.191,-2.836,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,cadence_aware_episode,1.5,1.5,value per source interval,one_to_one_episode,4224,56,84,16,40,68,,0.2857,0.8095,0.129,,1.5,0.625,-0.25,4.931,-1.644,continuous_historical,False,shadow_only,1
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,1.5,1.5,value/3h,complete_3h_sum,1399,77,144,27,50,117,1205,0.3506,0.8125,0.1392,0.186,1.87013,0.0,0.0,6.551,-4.642,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,1.5,4.5,value/3h,complete_3h_sum,1399,32,53,4,28,49,1318,0.125,0.9245,0.0494,0.0675,1.65625,0.0,0.0,11.891,-11.347,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,strict_hourly,5.0,5.0,value per source interval,sample,4224,30,34,3,27,31,4163,0.1,0.9118,0.0492,0.0869,1.13333,0.0,0.0,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm1h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,20,2,24,18,,0.0769,0.9,0.0455,,0.76923,0.0,0.0,16.6,-12.8,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm2h,5.0,5.0,value per source interval,one_to_one_episode,4224,26,20,4,22,16,,0.1538,0.8,0.0952,,0.76923,1.0,0.0,16.15,-14.25,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,cadence_aware_episode,5.0,5.0,value per source interval,one_to_one_episode,4224,26,20,2,24,18,,0.0769,0.9,0.0455,,0.76923,0.0,0.0,16.6,-12.8,continuous_historical,False,shadow_only,1
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,5.0,5.0,value/3h,complete_3h_sum,1399,30,46,3,27,43,1326,0.1,0.9348,0.0411,0.0544,1.53333,0.0,0.0,12.383,-11.803,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,5.0,15.0,value/3h,complete_3h_sum,1399,8,7,0,8,7,1384,0.0,1.0,0.0,-0.0054,0.875,,,23.062,-23.062,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,strict_hourly,10.0,10.0,value per source interval,sample,4224,15,3,0,15,3,4206,0.0,1.0,0.0,-0.0012,0.2,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm1h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,2,0,14,2,,0.0,1.0,0.0,,0.14286,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm2h,10.0,10.0,value per source interval,one_to_one_episode,4224,14,2,0,14,2,,0.0,1.0,0.0,,0.14286,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,cadence_aware_episode,10.0,10.0,value per source interval,one_to_one_episode,4224,14,2,0,14,2,,0.0,1.0,0.0,,0.14286,,,,,continuous_historical,False,shadow_only,1
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_same_numeric,10.0,10.0,value/3h,complete_3h_sum,1399,17,18,1,16,17,1365,0.0588,0.9444,0.0294,0.0452,1.05882,0.0,0.0,17.312,-17.312,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,complete_3h_rate_equivalent,10.0,30.0,value/3h,complete_3h_sum,1399,3,0,0,3,0,1396,0.0,,0.0,0.0,0.0,,,31.633,-31.633,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,strict_hourly,20.0,20.0,value per source interval,sample,4224,3,0,0,3,0,4221,0.0,,0.0,0.0,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm1h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
holdout_2026_h1,UKMO_GLOBAL_10KM,1,episode_pm2h,20.0,20.0,value per source interval,one_to_one_episode,4224,3,0,0,3,0,,0.0,,0.0,,0.0,,,,,continuous_historical,False,shadow_only,
